hour,actual,baseline_prediction,improved_prediction,baseline_residual,improved_residual
2017-10-21 21:00:00,336,514.943041607267,366.9766666666667,-178.943041607267,-30.976666666666688
2017-10-21 22:00:00,306,518.5386782170965,263.6,-212.5386782170965,42.39999999999998
2017-10-21 23:00:00,241,504.71474995798826,213.97,-263.71474995798826,27.03
2017-10-22 00:00:00,210,61.90333473000425,173.67,148.09666526999575,36.33000000000001
2017-10-22 01:00:00,128,80.4870489764964,124.28666666666666,47.512951023503604,3.7133333333333383
2017-10-22 02:00:00,98,68.53055414599925,74.39333333333333,29.469445854000753,23.60666666666667
2017-10-22 03:00:00,58,153.26541306636125,43.69,-95.26541306636125,14.310000000000002
2017-10-22 04:00:00,24,141.46597080159847,9.5,-117.46597080159847,14.5
2017-10-22 05:00:00,28,147.77097366333652,24.39,-119.77097366333652,3.6099999999999994
2017-10-22 06:00:00,100,205.0074796087771,90.26666666666667,-105.00747960877709,9.733333333333334
2017-10-22 07:00:00,156,173.0953215026464,180.79,-17.095321502646414,-24.789999999999992
2017-10-22 08:00:00,444,248.71208293925417,261.1166666666667,195.28791706074583,182.88333333333333
2017-10-22 09:00:00,724,339.28227772354455,540.1366666666667,384.71772227645545,183.86333333333334
2017-10-22 10:00:00,1016,438.3616788926622,867.4933333333333,577.6383211073378,148.50666666666666
2017-10-22 11:00:00,1103,607.8267691214244,1063.34,495.1732308785756,39.66000000000008
2017-10-22 12:00:00,1237,642.0513633611334,1178.0733333333333,594.9486366388666,58.92666666666673
2017-10-22 13:00:00,1221,673.519341507275,1230.2266666666667,547.480658492725,-9.226666666666688
2017-10-22 14:00:00,1211,693.2562384839222,1240.0666666666666,517.7437615160778,-29.066666666666606
2017-10-22 15:00:00,1190,667.046439137283,1192.83,522.953560862717,-2.8299999999999272
2017-10-22 16:00:00,1157,748.0913263692563,1142.3966666666668,408.9086736307437,14.60333333333324
2017-10-22 17:00:00,1049,683.2953560620739,1194.2133333333334,365.7046439379261,-145.21333333333337
2017-10-22 18:00:00,826,628.5060890392147,986.8833333333333,197.49391096078534,-160.88333333333333
2017-10-22 19:00:00,520,647.6504115983706,662.05,-127.65041159837062,-142.04999999999995
2017-10-22 20:00:00,354,597.3308166629005,461.88,-243.33081666290047,-107.88
2017-10-22 21:00:00,270,619.9359395832136,358.99,-349.93593958321355,-88.99000000000001
2017-10-22 22:00:00,163,646.8057894557122,237.66333333333333,-483.8057894557122,-74.66333333333333
2017-10-22 23:00:00,97,611.5905160759602,175.24666666666667,-514.5905160759602,-78.24666666666667
2017-10-23 00:00:00,48,155.45788027267037,55.44,-107.45788027267037,-7.439999999999998
2017-10-23 01:00:00,23,171.29484796235397,32.64333333333333,-148.29484796235397,-9.64333333333333
